run_id,variant,case_set,instance_id,solved,planner_tokens_in,planner_tokens_out,planner_model,planner_params_b,planner_bpt,coder_tokens_in,coder_tokens_out,coder_model,coder_params_b,coder_bpt,reviewer_tokens_in,reviewer_tokens_out,reviewer_model,reviewer_params_b,reviewer_bpt,value_tokens_in,value_tokens_out,value_bpt,total_tokens,cost_bpt,cost_usd,mcts_iterations,steps_used,duration_s
A_c1_9b_mcts,A,c1,owner_recap_001,1,818,259,ollama/qwen3.5:9b,9.0,9693.0,44589,1346,ollama/qwen3.5:9b,9.0,413415.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,47012,423108.0,0.0047814500000000005,18,9,158.63
A_c1_9b_mcts,A,c1,owner_sort_001,1,586,194,ollama/qwen3.5:9b,9.0,7020.0,10721,332,ollama/qwen3.5:9b,9.0,99477.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,11833,106497.0,0.0012096000000000001,18,3,74.4
A_c1_9b_mcts,A,c1,priority_snapshot_001,1,652,178,ollama/qwen3.5:9b,9.0,7470.0,16124,318,ollama/qwen3.5:9b,9.0,147978.0,425,79,ollama/qwen3.5:9b,9.0,4536.0,0,0,0.0,17776,159984.0,0.0018063500000000002,18,5,106.28
A_c1_9b_mcts,A,c1,renewal_preview_001,1,689,249,ollama/qwen3.5:9b,9.0,8442.0,44992,1051,ollama/qwen3.5:9b,9.0,414387.0,1193,154,ollama/qwen3.5:9b,9.0,12123.0,0,0,0.0,48328,434952.0,0.004905499999999999,18,11,236.92
A_c1_9b_mcts,A,c1,risk_score_001,1,583,169,ollama/qwen3.5:9b,9.0,6768.0,8704,154,ollama/qwen3.5:9b,9.0,79722.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9610,86490.0,0.00097715,18,3,56.73
A_c1_9b_mcts,A,c1,shipment_preview_001,0,755,235,ollama/qwen3.5:9b,9.0,8910.0,74372,669,ollama/qwen3.5:9b,9.0,675369.0,1621,261,ollama/qwen3.5:9b,9.0,16938.0,0,0,0.0,77913,701217.0,0.00784955,18,11,261.64
A_c1_9b_mcts,A,c1,simple_mean_bug_001,1,616,171,ollama/qwen3.5:9b,9.0,7083.0,8753,158,ollama/qwen3.5:9b,9.0,80199.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9698,87282.0,0.0009862500000000001,18,3,59.09
A_c1_9b_mcts,A,c1,status_slug_001,1,579,143,ollama/qwen3.5:9b,9.0,6498.0,8015,276,ollama/qwen3.5:9b,9.0,74619.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9013,81117.0,0.0009222499999999999,18,3,61.75
A_c1_9b_mcts,A,c1,team_digest_001,1,614,184,ollama/qwen3.5:9b,9.0,7182.0,20113,1013,ollama/qwen3.5:9b,9.0,190134.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,21924,197316.0,0.00225225,18,4,105.31
A_c1_9b_mcts,A,c1,workspace_digest_001,1,837,227,ollama/qwen3.5:9b,9.0,9576.0,22247,579,ollama/qwen3.5:9b,9.0,205434.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,23890,215010.0,0.0024293,18,6,86.19
A_c2_9b_mcts,A,c2,assignee_board_001,0,0,0,,9,0.0,87234,1786,ollama/qwen3.5:9b,9.0,801180.0,0,0,,9,0.0,0,0,0.0,89020,801180.0,0.008991299999999999,18,18,216.7
A_c2_9b_mcts,A,c2,campaign_header_001,0,0,0,,9,0.0,10669,629,ollama/qwen3.5:9b,9.0,101682.0,0,0,,9,0.0,0,0,0.0,11298,101682.0,0.00116125,18,5,81.19
A_c2_9b_mcts,A,c2,comment_highlight_001,1,0,0,,9,0.0,8131,213,ollama/qwen3.5:9b,9.0,75096.0,0,0,,9,0.0,0,0,0.0,8344,75096.0,0.0008450500000000001,18,4,56.09
A_c2_9b_mcts,A,c2,dispatch_preview_001,0,0,0,,9,0.0,58477,1302,ollama/qwen3.5:9b,9.0,538011.0,0,0,,9,0.0,0,0,0.0,59779,538011.0,0.006043000000000001,18,18,148.79
A_c2_9b_mcts,A,c2,fee_rounding_001,1,0,0,,9,0.0,4702,128,ollama/qwen3.5:9b,9.0,43470.0,0,0,,9,0.0,0,0,0.0,4830,43470.0,0.0004894000000000001,18,3,47.44
A_c2_9b_mcts,A,c2,headline_api_001,0,0,0,,9,0.0,103033,3490,ollama/qwen3.5:9b,9.0,958707.0,0,0,,9,0.0,0,0,0.0,106523,958707.0,0.010826800000000001,18,12,301.69
A_c2_9b_mcts,A,c2,incident_brief_c2_001,1,0,0,,9,0.0,7450,246,ollama/qwen3.5:9b,9.0,69264.0,0,0,,9,0.0,0,0,0.0,7696,69264.0,0.0007819,18,4,57.54
A_c2_9b_mcts,A,c2,invoice_summary_001,1,0,0,,9,0.0,7996,143,ollama/qwen3.5:9b,9.0,73251.0,0,0,,9,0.0,0,0,0.0,8139,73251.0,0.00082105,18,4,53.92
A_c2_9b_mcts,A,c2,label_join_001,1,0,0,,9,0.0,6371,494,ollama/qwen3.5:9b,9.0,61785.0,0,0,,9,0.0,0,0,0.0,6865,61785.0,0.0007112,18,4,69.73
A_c2_9b_mcts,A,c2,partner_brief_001,1,0,0,,9,0.0,10552,233,ollama/qwen3.5:9b,9.0,97065.0,0,0,,9,0.0,0,0,0.0,10785,97065.0,0.00109015,18,6,60.88
A_c2_9b_mcts,A,c2,profile_preview_001,0,0,0,,9,0.0,54163,1498,ollama/qwen3.5:9b,9.0,500949.0,0,0,,9,0.0,0,0,0.0,55661,500949.0,0.005641,18,18,154.99
A_c2_9b_mcts,A,c2,queue_digest_001,1,0,0,,9,0.0,7522,164,ollama/qwen3.5:9b,9.0,69174.0,0,0,,9,0.0,0,0,0.0,7686,69174.0,0.0007768,18,4,55.14
A_c2_9b_mcts,A,c2,ratio_guard_001,0,0,0,,9,0.0,7724,464,ollama/qwen3.5:9b,9.0,73692.0,0,0,,9,0.0,0,0,0.0,8188,73692.0,0.0008420000000000001,18,3,68.01
A_c2_9b_mcts,A,c2,renewal_banner_001,0,0,0,,9,0.0,58124,1751,ollama/qwen3.5:9b,9.0,538875.0,0,0,,9,0.0,0,0,0.0,59875,538875.0,0.00607505,18,18,179.68
A_c2_9b_mcts,A,c2,retry_slot_001,1,0,0,,9,0.0,4854,150,ollama/qwen3.5:9b,9.0,45036.0,0,0,,9,0.0,0,0,0.0,5004,45036.0,0.0005079,18,3,49.61
A_c2_9b_mcts,A,c2,shipment_digest_001,1,0,0,,9,0.0,7437,284,ollama/qwen3.5:9b,9.0,69489.0,0,0,,9,0.0,0,0,0.0,7721,69489.0,0.0007863000000000001,18,4,57.71
A_c2_9b_mcts,A,c2,sprint_rollup_001,1,0,0,,9,0.0,5120,137,ollama/qwen3.5:9b,9.0,47313.0,0,0,,9,0.0,0,0,0.0,5257,47313.0,0.0005325499999999999,18,3,48.39
A_c2_9b_mcts,A,c2,tag_visibility_001,1,0,0,,9,0.0,6702,161,ollama/qwen3.5:9b,9.0,61767.0,0,0,,9,0.0,0,0,0.0,6863,61767.0,0.00069435,18,4,54.04
A_c2_9b_mcts,A,c2,timeline_caption_001,0,0,0,,9,0.0,38526,1229,ollama/qwen3.5:9b,9.0,357795.0,0,0,,9,0.0,0,0,0.0,39755,357795.0,0.00403695,18,14,131.51
A_c2_9b_mcts,A,c2,window_center_001,1,0,0,,9,0.0,4761,95,ollama/qwen3.5:9b,9.0,43704.0,0,0,,9,0.0,0,0,0.0,4856,43704.0,0.0004903500000000001,18,3,46.47
A_c3_9b_mcts,A,c3,alert_subject_001,0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,0,0.0,0.0,0,0,3.3
A_c3_9b_mcts,A,c3,backlog_health_medium_c3_001,1,642,235,ollama/qwen3.5:9b,9.0,7893.0,8768,230,ollama/qwen3.5:9b,9.0,80982.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9875,88875.0,0.0010107500000000001,18,3,139.16
A_c3_9b_mcts,A,c3,c3_banner_trim_001,1,560,158,ollama/qwen3.5:9b,9.0,6462.0,7870,179,ollama/qwen3.5:9b,9.0,72441.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,8767,78903.0,0.0008935500000000001,18,3,63.68
A_c3_9b_mcts,A,c3,c3_clamp_floor_001,1,564,154,ollama/qwen3.5:9b,9.0,6462.0,7897,216,ollama/qwen3.5:9b,9.0,73017.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,8831,79479.0,0.0009016,18,3,65.93
A_c3_9b_mcts,A,c3,c3_csv_count_001,1,565,163,ollama/qwen3.5:9b,9.0,6552.0,7842,177,ollama/qwen3.5:9b,9.0,72171.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,8747,78723.0,0.0008916999999999999,18,3,66.63
A_c3_9b_mcts,A,c3,c3_eta_label_001,1,557,188,ollama/qwen3.5:9b,9.0,6705.0,7914,209,ollama/qwen3.5:9b,9.0,73107.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,8868,79812.0,0.0009066500000000002,18,3,67.97
A_c3_9b_mcts,A,c3,c3_initials_join_001,0,565,137,ollama/qwen3.5:9b,9.0,6318.0,143541,2364,ollama/qwen3.5:9b,9.0,1313145.0,2287,259,ollama/qwen3.5:9b,9.0,22914.0,0,0,0.0,149153,1342377.0,0.0150533,18,18,397.62
A_c3_9b_mcts,A,c3,c3_slug_tail_001,1,562,167,ollama/qwen3.5:9b,9.0,6561.0,7834,180,ollama/qwen3.5:9b,9.0,72126.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,8743,78687.0,0.0008916500000000001,18,3,62.12
A_c3_9b_mcts,A,c3,c3_title_case_001,1,566,165,ollama/qwen3.5:9b,9.0,6579.0,20696,1159,ollama/qwen3.5:9b,9.0,196695.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,22586,203274.0,0.0023247999999999997,18,5,126.13
A_c3_9b_mcts,A,c3,escalation_caption_001,0,593,278,ollama/qwen3.5:9b,9.0,7839.0,116751,3032,ollama/qwen3.5:9b,9.0,1078047.0,2224,250,ollama/qwen3.5:9b,9.0,22266.0,0,0,0.0,123128,1108152.0,0.0124908,18,18,425.64
A_c3_9b_mcts,A,c3,invoice_alerts_medium_c3_001,1,641,237,ollama/qwen3.5:9b,9.0,7902.0,8794,228,ollama/qwen3.5:9b,9.0,81198.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9900,89100.0,0.00101325,18,3,72.73
A_c3_9b_mcts,A,c3,ledger_preview_001,1,594,255,ollama/qwen3.5:9b,9.0,7641.0,5980,248,ollama/qwen3.5:9b,9.0,56052.0,1080,178,ollama/qwen3.5:9b,9.0,11322.0,0,0,0.0,8335,75015.0,0.00086755,18,2,214.32
A_c3_9b_mcts,A,c3,oncall_brief_medium_c3_001,1,644,185,ollama/qwen3.5:9b,9.0,7461.0,8758,247,ollama/qwen3.5:9b,9.0,81045.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9834,88506.0,0.001005,18,3,70.81
A_c3_9b_mcts,A,c3,quota_snapshot_medium_c3_001,1,643,239,ollama/qwen3.5:9b,9.0,7938.0,8805,232,ollama/qwen3.5:9b,9.0,81333.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9919,89271.0,0.00101545,18,3,71.42
A_c3_9b_mcts,A,c3,release_notes_medium_c3_001,1,637,245,ollama/qwen3.5:9b,9.0,7938.0,14021,288,ollama/qwen3.5:9b,9.0,128781.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,15191,136719.0,0.0015457500000000002,18,5,78.69
A_c3_9b_mcts,A,c3,roster_signature_001,0,599,245,ollama/qwen3.5:9b,9.0,7596.0,106654,4269,ollama/qwen3.5:9b,9.0,998307.0,1974,330,ollama/qwen3.5:9b,9.0,20736.0,0,0,0.0,114071,1026639.0,0.011649300000000001,18,12,464.12
A_c3_9b_mcts,A,c3,segment_badge_001,0,590,196,ollama/qwen3.5:9b,9.0,7074.0,11073,357,ollama/qwen3.5:9b,9.0,102870.0,1465,338,ollama/qwen3.5:9b,9.0,16227.0,0,0,0.0,14019,126171.0,0.00144645,18,3,214.55
A_c3_9b_mcts,A,c3,ticket_digest_medium_c3_001,1,646,190,ollama/qwen3.5:9b,9.0,7524.0,11521,272,ollama/qwen3.5:9b,9.0,106137.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,12629,113661.0,0.001286,18,4,79.29
A_c3_9b_mcts,A,c3,transfer_digest_001,0,593,199,ollama/qwen3.5:9b,9.0,7128.0,92294,1894,ollama/qwen3.5:9b,9.0,847692.0,2626,235,ollama/qwen3.5:9b,9.0,25749.0,0,0,0.0,97841,880569.0,0.0099005,18,13,407.96
A_c3_9b_mcts,A,c3,uptime_rollup_medium_c3_001,1,648,204,ollama/qwen3.5:9b,9.0,7668.0,11566,275,ollama/qwen3.5:9b,9.0,106569.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,12693,114237.0,0.0012932500000000001,18,4,72.1
A_strict_c1_9b_mcts,A_strict,c1,board_rollup_001,1,694,198,ollama/qwen3.5:9b,9.0,8028.0,11939,458,ollama/qwen3.5:9b,9.0,111573.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,13289,119601.0,0.0013617000000000002,18,4,85.46
A_strict_c1_9b_mcts,A_strict,c1,budget_snapshot_001,0,738,190,ollama/qwen3.5:9b,9.0,8352.0,131488,2766,ollama/qwen3.5:9b,9.0,1208286.0,2428,263,ollama/qwen3.5:9b,9.0,24219.0,0,0,0.0,137873,1240857.0,0.01394825,18,18,409.42
A_strict_c1_9b_mcts,A_strict,c1,contact_card_001,0,643,197,ollama/qwen3.5:9b,9.0,7560.0,63191,722,ollama/qwen3.5:9b,9.0,575217.0,1874,289,ollama/qwen3.5:9b,9.0,19467.0,0,0,0.0,66916,602244.0,0.006752000000000001,18,15,180.39
A_strict_c1_9b_mcts,A_strict,c1,digest_preview_001,0,797,346,ollama/qwen3.5:9b,9.0,10287.0,92176,1304,ollama/qwen3.5:9b,9.0,841320.0,1951,240,ollama/qwen3.5:9b,9.0,19719.0,0,0,0.0,96814,871326.0,0.0097759,18,18,342.88
A_strict_c1_9b_mcts,A_strict,c1,incident_brief_001,1,769,237,ollama/qwen3.5:9b,9.0,9054.0,19577,1262,ollama/qwen3.5:9b,9.0,187551.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,21845,196605.0,0.00225945,18,6,132.08
A_strict_c1_9b_mcts,A_strict,c1,invoice_footer_001,1,626,227,ollama/qwen3.5:9b,9.0,7677.0,51973,2513,ollama/qwen3.5:9b,9.0,490374.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,55339,498051.0,0.0056709,18,8,213.83
A_strict_c1_9b_mcts,A_strict,c1,label_formatter_001,0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,0,0.0,0.0,0,0,2.78
A_strict_c1_9b_mcts,A_strict,c1,median_window_001,1,575,160,ollama/qwen3.5:9b,9.0,6615.0,14886,616,ollama/qwen3.5:9b,9.0,139518.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,16237,146133.0,0.0016625000000000001,18,3,89.66
A_strict_c1_9b_mcts,A_strict,c1,milestone_rollup_001,0,618,159,ollama/qwen3.5:9b,9.0,6993.0,10563,295,ollama/qwen3.5:9b,9.0,97722.0,939,186,ollama/qwen3.5:9b,9.0,10125.0,0,0,0.0,12760,114840.0,0.0013080000000000001,18,4,107.38
A_strict_c1_9b_mcts,A_strict,c1,nested_app_001,1,705,202,ollama/qwen3.5:9b,9.0,8163.0,25130,1636,ollama/qwen3.5:9b,9.0,240894.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,27673,249057.0,0.0028592,18,5,145.75
A_strict_c1_9b_mcts,A_strict,c1,owner_recap_001,1,818,259,ollama/qwen3.5:9b,9.0,9693.0,35226,1020,ollama/qwen3.5:9b,9.0,326214.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,37323,335907.0,0.00379625,18,9,130.01
A_strict_c1_9b_mcts,A_strict,c1,owner_sort_001,1,586,194,ollama/qwen3.5:9b,9.0,7020.0,10721,337,ollama/qwen3.5:9b,9.0,99522.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,11838,106542.0,0.00121035,18,3,74.11
A_strict_c1_9b_mcts,A_strict,c1,priority_snapshot_001,0,652,178,ollama/qwen3.5:9b,9.0,7470.0,17247,346,ollama/qwen3.5:9b,9.0,158337.0,945,158,ollama/qwen3.5:9b,9.0,9927.0,0,0,0.0,19526,175734.0,0.0019867,18,6,112.59
A_strict_c1_9b_mcts,A_strict,c1,renewal_preview_001,1,689,249,ollama/qwen3.5:9b,9.0,8442.0,40322,1181,ollama/qwen3.5:9b,9.0,373527.0,1193,154,ollama/qwen3.5:9b,9.0,12123.0,0,0,0.0,43788,394092.0,0.004458,18,7,241.98
A_strict_c1_9b_mcts,A_strict,c1,risk_score_001,1,583,169,ollama/qwen3.5:9b,9.0,6768.0,8704,154,ollama/qwen3.5:9b,9.0,79722.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9610,86490.0,0.00097715,18,3,59.82
A_strict_c1_9b_mcts,A_strict,c1,shipment_preview_001,0,755,235,ollama/qwen3.5:9b,9.0,8910.0,89721,1256,ollama/qwen3.5:9b,9.0,818793.0,2033,280,ollama/qwen3.5:9b,9.0,20817.0,0,0,0.0,94280,848520.0,0.00951655,18,15,280.57
A_strict_c1_9b_mcts,A_strict,c1,simple_mean_bug_001,1,616,171,ollama/qwen3.5:9b,9.0,7083.0,8753,158,ollama/qwen3.5:9b,9.0,80199.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9698,87282.0,0.0009862500000000001,18,3,61.8
A_strict_c1_9b_mcts,A_strict,c1,status_slug_001,1,579,143,ollama/qwen3.5:9b,9.0,6498.0,8015,276,ollama/qwen3.5:9b,9.0,74619.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9013,81117.0,0.0009222499999999999,18,3,65.86
A_strict_c1_9b_mcts,A_strict,c1,team_digest_001,0,614,184,ollama/qwen3.5:9b,9.0,7182.0,139941,5886,ollama/qwen3.5:9b,9.0,1312443.0,1736,251,ollama/qwen3.5:9b,9.0,17883.0,0,0,0.0,148612,1337508.0,0.01517725,18,13,664.58
A_strict_c1_9b_mcts,A_strict,c1,workspace_digest_001,1,837,227,ollama/qwen3.5:9b,9.0,9576.0,22247,579,ollama/qwen3.5:9b,9.0,205434.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,23890,215010.0,0.0024293,18,6,91.23
A_strict_c2_9b_mcts,A_strict,c2,assignee_board_001,0,625,195,ollama/qwen3.5:9b,9.0,7380.0,65938,784,ollama/qwen3.5:9b,9.0,600498.0,2089,244,ollama/qwen3.5:9b,9.0,20997.0,0,0,0.0,69875,628875.0,0.00704865,18,18,378.15
A_strict_c2_9b_mcts,A_strict,c2,campaign_header_001,0,609,221,ollama/qwen3.5:9b,9.0,7470.0,58381,903,ollama/qwen3.5:9b,9.0,533556.0,1881,271,ollama/qwen3.5:9b,9.0,19368.0,0,0,0.0,62266,560394.0,0.00629635,18,18,405.05
A_strict_c2_9b_mcts,A_strict,c2,comment_highlight_001,1,629,180,ollama/qwen3.5:9b,9.0,7281.0,11992,349,ollama/qwen3.5:9b,9.0,111069.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,13150,118350.0,0.0013414499999999999,18,4,73.83
A_strict_c2_9b_mcts,A_strict,c2,dispatch_preview_001,0,611,260,ollama/qwen3.5:9b,9.0,7839.0,67661,1644,ollama/qwen3.5:9b,9.0,623745.0,1998,327,ollama/qwen3.5:9b,9.0,20925.0,0,0,0.0,72501,652509.0,0.007361650000000001,18,18,334.47
A_strict_c2_9b_mcts,A_strict,c2,fee_rounding_001,1,566,146,ollama/qwen3.5:9b,9.0,6408.0,10323,226,ollama/qwen3.5:9b,9.0,94941.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,11261,101349.0,0.0011447,18,4,66.59
A_strict_c2_9b_mcts,A_strict,c2,headline_api_001,0,561,193,ollama/qwen3.5:9b,9.0,6786.0,91345,2188,ollama/qwen3.5:9b,9.0,841797.0,2060,350,ollama/qwen3.5:9b,9.0,21690.0,0,0,0.0,96697,870273.0,0.00980625,18,17,583.27
A_strict_c2_9b_mcts,A_strict,c2,incident_brief_c2_001,1,634,255,ollama/qwen3.5:9b,9.0,8001.0,9009,257,ollama/qwen3.5:9b,9.0,83394.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,10155,91395.0,0.0010411,18,3,74.56
A_strict_c2_9b_mcts,A_strict,c2,invoice_summary_001,1,605,179,ollama/qwen3.5:9b,9.0,7056.0,12261,215,ollama/qwen3.5:9b,9.0,112284.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,13260,119340.0,0.0013457,18,4,69.44
A_strict_c2_9b_mcts,A_strict,c2,label_join_001,1,558,179,ollama/qwen3.5:9b,9.0,6633.0,9953,203,ollama/qwen3.5:9b,9.0,91404.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,10893,98037.0,0.0011084,18,4,67.85
A_strict_c2_9b_mcts,A_strict,c2,partner_brief_001,1,628,237,ollama/qwen3.5:9b,9.0,7785.0,16852,302,ollama/qwen3.5:9b,9.0,154386.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,18019,162171.0,0.0018288500000000001,18,6,76.98
A_strict_c2_9b_mcts,A_strict,c2,profile_preview_001,0,611,219,ollama/qwen3.5:9b,9.0,7470.0,11216,683,ollama/qwen3.5:9b,9.0,107091.0,1676,288,ollama/qwen3.5:9b,9.0,17676.0,0,0,0.0,14693,132237.0,0.0015288,18,4,256.81
A_strict_c2_9b_mcts,A_strict,c2,queue_digest_001,1,627,191,ollama/qwen3.5:9b,9.0,7362.0,8620,232,ollama/qwen3.5:9b,9.0,79668.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,9670,87030.0,0.00098815,18,3,66.15
A_strict_c2_9b_mcts,A_strict,c2,ratio_guard_001,0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,0,0.0,0.0,0,0,2.8
A_strict_c2_9b_mcts,A_strict,c2,renewal_banner_001,1,601,283,ollama/qwen3.5:9b,9.0,7956.0,15635,443,ollama/qwen3.5:9b,9.0,144702.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,16962,152658.0,0.0017325,18,5,89.41
A_strict_c2_9b_mcts,A_strict,c2,retry_slot_001,1,565,200,ollama/qwen3.5:9b,9.0,6885.0,12741,294,ollama/qwen3.5:9b,9.0,117315.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,13800,124200.0,0.0014047,18,3,74.39
A_strict_c2_9b_mcts,A_strict,c2,shipment_digest_001,1,629,197,ollama/qwen3.5:9b,9.0,7434.0,11566,302,ollama/qwen3.5:9b,9.0,106812.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,12694,114246.0,0.00129435,18,4,72.96
A_strict_c2_9b_mcts,A_strict,c2,sprint_rollup_001,1,622,190,ollama/qwen3.5:9b,9.0,7308.0,11056,257,ollama/qwen3.5:9b,9.0,101817.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,12125,109125.0,0.00123485,18,4,70.79
A_strict_c2_9b_mcts,A_strict,c2,tag_visibility_001,1,556,136,ollama/qwen3.5:9b,9.0,6228.0,10304,248,ollama/qwen3.5:9b,9.0,94968.0,0,0,ollama/qwen3.5:9b,9.0,0.0,0,0,0.0,11244,101196.0,0.0011436000000000003,18,4,67.48
A_strict_c2_9b_mcts,A_strict,c2,timeline_caption_001,0,608,245,ollama/qwen3.5:9b,9.0,7677.0,67740,1699,ollama/qwen3.5:9b,9.0,624951.0,1627,257,ollama/qwen3.5:9b,9.0,16956.0,0,0,0.0,72176,649584.0,0.007327650000000001,18,18,244.03
